source_id	source_type	target_id	target_type	source_name	target_name	relation_type	ttd_gene_id	ttd_pathway_id	resource
SYMBOL:CCND1	Gene	WikiPathways:WP2571	Pathway	CCND1	Polycystic Kidney Disease Pathway	Hetionet::GpPW::Gene:Pathway	T12355	WP2571	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP2446	Pathway	CCND1	Retinoblastoma (RB) in Cancer	Hetionet::GpPW::Gene:Pathway	T12355	WP2446	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP2431	Pathway	CCND1	Spinal Cord Injury	Hetionet::GpPW::Gene:Pathway	T12355	WP2431	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP2377	Pathway	CCND1	Integrated Pancreatic Cancer Pathway	Hetionet::GpPW::Gene:Pathway	T12355	WP2377	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP2263	Pathway	CCND1	Prostate Cancer	Hetionet::GpPW::Gene:Pathway	T12355	WP2263	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP2261	Pathway	CCND1	Signaling Pathways in Glioblastoma	Hetionet::GpPW::Gene:Pathway	T12355	WP2261	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP205	Pathway	CCND1	IL-7 Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T12355	WP205	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP2034	Pathway	CCND1	Leptin signaling pathway	Hetionet::GpPW::Gene:Pathway	T12355	WP2034	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP2005	Pathway	CCND1	miR-targeted genes in muscle cell - TarBase	Hetionet::GpPW::Gene:Pathway	T12355	WP2005	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP2004	Pathway	CCND1	miR-targeted genes in lymphocytes - TarBase	Hetionet::GpPW::Gene:Pathway	T12355	WP2004	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP2002	Pathway	CCND1	miR-targeted genes in epithelium - TarBase	Hetionet::GpPW::Gene:Pathway	T12355	WP2002	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP1984	Pathway	CCND1	Integrated Breast Cancer Pathway	Hetionet::GpPW::Gene:Pathway	T12355	WP1984	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP1545	Pathway	CCND1	miRNAs involved in DNA damage response	Hetionet::GpPW::Gene:Pathway	T12355	WP1545	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP1530	Pathway	CCND1	miRNA Regulation of DNA Damage Response	Hetionet::GpPW::Gene:Pathway	T12355	WP1530	TTD
SYMBOL:CCND1	Gene	WikiPathways:WP138	Pathway	CCND1	Androgen receptor signaling pathway	Hetionet::GpPW::Gene:Pathway	T12355	WP138	TTD
SYMBOL:GNRHR	Gene	WikiPathways:WP2664	Pathway	GNRHR	Gastrin-CREB signalling pathway via PKC and MAPK	Hetionet::GpPW::Gene:Pathway	T12475	WP2664	TTD
SYMBOL:GNRHR	Gene	WikiPathways:WP24	Pathway	GNRHR	Peptide GPCRs	Hetionet::GpPW::Gene:Pathway	T12475	WP24	TTD
SYMBOL:GNRHR	Gene	WikiPathways:WP1825	Pathway	GNRHR	GPCR ligand binding	Hetionet::GpPW::Gene:Pathway	T12475	WP1825	TTD
SYMBOL:GNRHR	Gene	WikiPathways:WP1824	Pathway	GNRHR	GPCR downstream signaling	Hetionet::GpPW::Gene:Pathway	T12475	WP1824	TTD
SYMBOL:GNRHR	Gene	WikiPathways:WP117	Pathway	GNRHR	GPCRs, Other	Hetionet::GpPW::Gene:Pathway	T12475	WP117	TTD
SYMBOL:LCK	Gene	WikiPathways:WP61	Pathway	LCK	Notch Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T12499	WP61	TTD
SYMBOL:LCK	Gene	WikiPathways:WP585	Pathway	LCK	Interferon type I signaling pathways	Hetionet::GpPW::Gene:Pathway	T12499	WP585	TTD
SYMBOL:LCK	Gene	WikiPathways:WP49	Pathway	LCK	IL-2 Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T12499	WP49	TTD
SYMBOL:LCK	Gene	WikiPathways:WP453	Pathway	LCK	Inflammatory Response Pathway	Hetionet::GpPW::Gene:Pathway	T12499	WP453	TTD
SYMBOL:LCK	Gene	WikiPathways:WP2713	Pathway	LCK	Signaling by SCF-KIT	Hetionet::GpPW::Gene:Pathway	T12499	WP2713	TTD
SYMBOL:LCK	Gene	WikiPathways:WP2694	Pathway	LCK	DAP12 interactions	Hetionet::GpPW::Gene:Pathway	T12499	WP2694	TTD
SYMBOL:LCK	Gene	WikiPathways:WP2684	Pathway	LCK	Host Interactions of HIV factors	Hetionet::GpPW::Gene:Pathway	T12499	WP2684	TTD
SYMBOL:LCK	Gene	WikiPathways:WP2653	Pathway	LCK	PIP3 activates AKT signaling	Hetionet::GpPW::Gene:Pathway	T12499	WP2653	TTD
SYMBOL:LCK	Gene	WikiPathways:WP2583	Pathway	LCK	T-Cell Receptor and Co-stimulatory Signaling	Hetionet::GpPW::Gene:Pathway	T12499	WP2583	TTD
SYMBOL:LCK	Gene	WikiPathways:WP23	Pathway	LCK	B Cell Receptor Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T12499	WP23	TTD
SYMBOL:LCK	Gene	WikiPathways:WP2203	Pathway	LCK	TSLP Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T12499	WP2203	TTD
SYMBOL:LCK	Gene	WikiPathways:WP1927	Pathway	LCK	TCR signaling	Hetionet::GpPW::Gene:Pathway	T12499	WP1927	TTD
SYMBOL:LCK	Gene	WikiPathways:WP1799	Pathway	LCK	Costimulation by the CD28 family	Hetionet::GpPW::Gene:Pathway	T12499	WP1799	TTD
SYMBOL:ACO2	Gene	WikiPathways:WP78	Pathway	ACO2	TCA Cycle	Hetionet::GpPW::Gene:Pathway	T12627	WP78	TTD
SYMBOL:ACO2	Gene	WikiPathways:WP2766	Pathway	ACO2	The citric acid (TCA) cycle and respiratory electron transport	Hetionet::GpPW::Gene:Pathway	T12627	WP2766	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP673	Pathway	PRKCA	ErbB Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T12808	WP673	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP536	Pathway	PRKCA	Calcium Regulation in the Cardiac Cell	Hetionet::GpPW::Gene:Pathway	T12808	WP536	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP481	Pathway	PRKCA	Insulin Signaling	Hetionet::GpPW::Gene:Pathway	T12808	WP481	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP437	Pathway	PRKCA	EGF/EGFR Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T12808	WP437	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP428	Pathway	PRKCA	Wnt Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T12808	WP428	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP399	Pathway	PRKCA	Wnt Signaling Pathway and Pluripotency	Hetionet::GpPW::Gene:Pathway	T12808	WP399	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP363	Pathway	PRKCA	Wnt Signaling Pathway Netpath	Hetionet::GpPW::Gene:Pathway	T12808	WP363	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP35	Pathway	PRKCA	G Protein Signaling Pathways	Hetionet::GpPW::Gene:Pathway	T12808	WP35	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP304	Pathway	PRKCA	Kit receptor signaling pathway	Hetionet::GpPW::Gene:Pathway	T12808	WP304	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP3	Pathway	PRKCA	Transcriptional activation by NRF2	Hetionet::GpPW::Gene:Pathway	T12808	WP3	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP289	Pathway	PRKCA	Myometrial Relaxation and Contraction Pathways	Hetionet::GpPW::Gene:Pathway	T12808	WP289	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2806	Pathway	PRKCA	Human Complement System	Hetionet::GpPW::Gene:Pathway	T12808	WP2806	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2795	Pathway	PRKCA	Cardiac Hypertrophic Response	Hetionet::GpPW::Gene:Pathway	T12808	WP2795	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2787	Pathway	PRKCA	Syndecan interactions	Hetionet::GpPW::Gene:Pathway	T12808	WP2787	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2733	Pathway	PRKCA	Regulation of mRNA Stability by Proteins that Bind AU-rich Elements	Hetionet::GpPW::Gene:Pathway	T12808	WP2733	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2713	Pathway	PRKCA	Signaling by SCF-KIT	Hetionet::GpPW::Gene:Pathway	T12808	WP2713	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2688	Pathway	PRKCA	DAG and IP3 signaling	Hetionet::GpPW::Gene:Pathway	T12808	WP2688	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2664	Pathway	PRKCA	Gastrin-CREB signalling pathway via PKC and MAPK	Hetionet::GpPW::Gene:Pathway	T12808	WP2664	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2583	Pathway	PRKCA	T-Cell Receptor and Co-stimulatory Signaling	Hetionet::GpPW::Gene:Pathway	T12808	WP2583	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP244	Pathway	PRKCA	Alpha 6 Beta 4 signaling pathway	Hetionet::GpPW::Gene:Pathway	T12808	WP244	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2431	Pathway	PRKCA	Spinal Cord Injury	Hetionet::GpPW::Gene:Pathway	T12808	WP2431	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2377	Pathway	PRKCA	Integrated Pancreatic Cancer Pathway	Hetionet::GpPW::Gene:Pathway	T12808	WP2377	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2374	Pathway	PRKCA	Oncostatin M Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T12808	WP2374	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2355	Pathway	PRKCA	Corticotropin-releasing hormone	Hetionet::GpPW::Gene:Pathway	T12808	WP2355	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2324	Pathway	PRKCA	AGE/RAGE pathway	Hetionet::GpPW::Gene:Pathway	T12808	WP2324	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2272	Pathway	PRKCA	Pathogenic Escherichia coli infection	Hetionet::GpPW::Gene:Pathway	T12808	WP2272	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2261	Pathway	PRKCA	Signaling Pathways in Glioblastoma	Hetionet::GpPW::Gene:Pathway	T12808	WP2261	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2197	Pathway	PRKCA	Endothelin Pathways	Hetionet::GpPW::Gene:Pathway	T12808	WP2197	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2038	Pathway	PRKCA	Regulation of Microtubule Cytoskeleton	Hetionet::GpPW::Gene:Pathway	T12808	WP2038	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2035	Pathway	PRKCA	FSH signaling pathway	Hetionet::GpPW::Gene:Pathway	T12808	WP2035	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP2012	Pathway	PRKCA	miRs in Muscle Cell Differentiation	Hetionet::GpPW::Gene:Pathway	T12808	WP2012	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP1978	Pathway	PRKCA	Opioid Signalling	Hetionet::GpPW::Gene:Pathway	T12808	WP1978	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP1903	Pathway	PRKCA	Response to elevated platelet cytosolic Ca2+	Hetionet::GpPW::Gene:Pathway	T12808	WP1903	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP1831	Pathway	PRKCA	Integration of energy metabolism	Hetionet::GpPW::Gene:Pathway	T12808	WP1831	TTD
SYMBOL:PRKCA	Gene	WikiPathways:WP1471	Pathway	PRKCA	TOR Signaling	Hetionet::GpPW::Gene:Pathway	T12808	WP1471	TTD
SYMBOL:HSPA8	Gene	WikiPathways:WP410	Pathway	HSPA8	Diurnally Regulated Genes with Circadian Orthologs	Hetionet::GpPW::Gene:Pathway	T12817	WP410	TTD
SYMBOL:HSPA8	Gene	WikiPathways:WP382	Pathway	HSPA8	MAPK Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T12817	WP382	TTD
SYMBOL:HSPA8	Gene	WikiPathways:WP2733	Pathway	HSPA8	Regulation of mRNA Stability by Proteins that Bind AU-rich Elements	Hetionet::GpPW::Gene:Pathway	T12817	WP2733	TTD
SYMBOL:HSPA8	Gene	WikiPathways:WP2685	Pathway	HSPA8	GABA synthesis, release, reuptake and degradation	Hetionet::GpPW::Gene:Pathway	T12817	WP2685	TTD
SYMBOL:HSPA8	Gene	WikiPathways:WP2359	Pathway	HSPA8	Parkin-Ubiquitin Proteasomal System pathway	Hetionet::GpPW::Gene:Pathway	T12817	WP2359	TTD
SYMBOL:HSPA8	Gene	WikiPathways:WP1846	Pathway	HSPA8	Membrane Trafficking	Hetionet::GpPW::Gene:Pathway	T12817	WP1846	TTD
SYMBOL:HSPA8	Gene	WikiPathways:WP1843	Pathway	HSPA8	L1CAM interactions	Hetionet::GpPW::Gene:Pathway	T12817	WP1843	TTD
SYMBOL:CARM1	Gene	WikiPathways:WP2797	Pathway	CARM1	Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Hetionet::GpPW::Gene:Pathway	T12837	WP2797	TTD
SYMBOL:CARM1	Gene	WikiPathways:WP2751	Pathway	CARM1	Transcriptional Regulation of White Adipocyte Differentiation	Hetionet::GpPW::Gene:Pathway	T12837	WP2751	TTD
SYMBOL:CARM1	Gene	WikiPathways:WP2738	Pathway	CARM1	YAP1- and WWTR1 (TAZ)-stimulated gene expression	Hetionet::GpPW::Gene:Pathway	T12837	WP2738	TTD
SYMBOL:CARM1	Gene	WikiPathways:WP2706	Pathway	CARM1	Activation of Gene Expression by SREBP (SREBF)	Hetionet::GpPW::Gene:Pathway	T12837	WP2706	TTD
SYMBOL:CARM1	Gene	WikiPathways:WP1797	Pathway	CARM1	Circadian Clock	Hetionet::GpPW::Gene:Pathway	T12837	WP1797	TTD
SYMBOL:CARM1	Gene	WikiPathways:WP138	Pathway	CARM1	Androgen receptor signaling pathway	Hetionet::GpPW::Gene:Pathway	T12837	WP138	TTD
SYMBOL:DMD	Gene	WikiPathways:WP383	Pathway	DMD	Striated Muscle Contraction	Hetionet::GpPW::Gene:Pathway	T12909	WP383	TTD
SYMBOL:DMD	Gene	WikiPathways:WP2858	Pathway	DMD	Ectoderm Differentiation	Hetionet::GpPW::Gene:Pathway	T12909	WP2858	TTD
SYMBOL:DMD	Gene	WikiPathways:WP2703	Pathway	DMD	Extracellular matrix organization	Hetionet::GpPW::Gene:Pathway	T12909	WP2703	TTD
SYMBOL:DMD	Gene	WikiPathways:WP2118	Pathway	DMD	Arrhythmogenic Right Ventricular Cardiomyopathy	Hetionet::GpPW::Gene:Pathway	T12909	WP2118	TTD
SYMBOL:DMD	Gene	WikiPathways:WP1864	Pathway	DMD	Muscle contraction	Hetionet::GpPW::Gene:Pathway	T12909	WP1864	TTD
SYMBOL:TNNC1	Gene	WikiPathways:WP383	Pathway	TNNC1	Striated Muscle Contraction	Hetionet::GpPW::Gene:Pathway	T12966	WP383	TTD
SYMBOL:TNNC1	Gene	WikiPathways:WP1864	Pathway	TNNC1	Muscle contraction	Hetionet::GpPW::Gene:Pathway	T12966	WP1864	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP69	Pathway	PTPN11	TCR Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP69	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP619	Pathway	PTPN11	Type II interferon signaling (IFNG)	Hetionet::GpPW::Gene:Pathway	T13057	WP619	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP585	Pathway	PTPN11	Interferon type I signaling pathways	Hetionet::GpPW::Gene:Pathway	T13057	WP585	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP49	Pathway	PTPN11	IL-2 Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP49	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP481	Pathway	PTPN11	Insulin Signaling	Hetionet::GpPW::Gene:Pathway	T13057	WP481	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP437	Pathway	PTPN11	EGF/EGFR Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP437	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP395	Pathway	PTPN11	IL-4 Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP395	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP364	Pathway	PTPN11	IL-6 signaling pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP364	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP313	Pathway	PTPN11	Signaling of Hepatocyte Growth Factor Receptor	Hetionet::GpPW::Gene:Pathway	T13057	WP313	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP304	Pathway	PTPN11	Kit receptor signaling pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP304	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP286	Pathway	PTPN11	IL-3 Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP286	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2752	Pathway	PTPN11	MyD88-independent cascade	Hetionet::GpPW::Gene:Pathway	T13057	WP2752	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2713	Pathway	PTPN11	Signaling by SCF-KIT	Hetionet::GpPW::Gene:Pathway	T13057	WP2713	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2704	Pathway	PTPN11	Interleukin-6 signaling	Hetionet::GpPW::Gene:Pathway	T13057	WP2704	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2678	Pathway	PTPN11	Prolactin receptor signaling	Hetionet::GpPW::Gene:Pathway	T13057	WP2678	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2677	Pathway	PTPN11	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Hetionet::GpPW::Gene:Pathway	T13057	WP2677	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2653	Pathway	PTPN11	PIP3 activates AKT signaling	Hetionet::GpPW::Gene:Pathway	T13057	WP2653	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2593	Pathway	PTPN11	JAK/STAT	Hetionet::GpPW::Gene:Pathway	T13057	WP2593	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2526	Pathway	PTPN11	PDGF Pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP2526	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP244	Pathway	PTPN11	Alpha 6 Beta 4 signaling pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP244	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2380	Pathway	PTPN11	BDNF signaling pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP2380	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2374	Pathway	PTPN11	Oncostatin M Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP2374	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2332	Pathway	PTPN11	Interleukin-11 Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP2332	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP23	Pathway	PTPN11	B Cell Receptor Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP23	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2263	Pathway	PTPN11	Prostate Cancer	Hetionet::GpPW::Gene:Pathway	T13057	WP2263	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2253	Pathway	PTPN11	Pilocytic astrocytoma	Hetionet::GpPW::Gene:Pathway	T13057	WP2253	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2203	Pathway	PTPN11	TSLP Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP2203	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP2034	Pathway	PTPN11	Leptin signaling pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP2034	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP195	Pathway	PTPN11	IL-1 signaling pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP195	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP1916	Pathway	PTPN11	Signaling by PDGF	Hetionet::GpPW::Gene:Pathway	T13057	WP1916	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP1911	Pathway	PTPN11	Signaling by FGFR	Hetionet::GpPW::Gene:Pathway	T13057	WP1911	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP1910	Pathway	PTPN11	Signaling by EGFR	Hetionet::GpPW::Gene:Pathway	T13057	WP1910	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP1909	Pathway	PTPN11	Signal regulatory protein (SIRP) family interactions	Hetionet::GpPW::Gene:Pathway	T13057	WP1909	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP1885	Pathway	PTPN11	Platelet homeostasis	Hetionet::GpPW::Gene:Pathway	T13057	WP1885	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP1868	Pathway	PTPN11	Netrin-1 signaling	Hetionet::GpPW::Gene:Pathway	T13057	WP1868	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP1840	Pathway	PTPN11	Interleukin-3, 5 and GM-CSF signaling	Hetionet::GpPW::Gene:Pathway	T13057	WP1840	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP1835	Pathway	PTPN11	Interferon alpha/beta signaling	Hetionet::GpPW::Gene:Pathway	T13057	WP1835	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP1799	Pathway	PTPN11	Costimulation by the CD28 family	Hetionet::GpPW::Gene:Pathway	T13057	WP1799	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP1794	Pathway	PTPN11	Cell surface interactions at the vascular wall	Hetionet::GpPW::Gene:Pathway	T13057	WP1794	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP1591	Pathway	PTPN11	Heart Development	Hetionet::GpPW::Gene:Pathway	T13057	WP1591	TTD
SYMBOL:PTPN11	Gene	WikiPathways:WP127	Pathway	PTPN11	IL-5 Signaling Pathway	Hetionet::GpPW::Gene:Pathway	T13057	WP127	TTD
SYMBOL:NTN1	Gene	WikiPathways:WP2431	Pathway	NTN1	Spinal Cord Injury	Hetionet::GpPW::Gene:Pathway	T13086	WP2431	TTD
SYMBOL:NTN1	Gene	WikiPathways:WP1868	Pathway	NTN1	Netrin-1 signaling	Hetionet::GpPW::Gene:Pathway	T13086	WP1868	TTD
SYMBOL:NTN1	Gene	WikiPathways:WP1808	Pathway	NTN1	DSCAM interactions	Hetionet::GpPW::Gene:Pathway	T13086	WP1808	TTD
SYMBOL:FNTB	Gene	WikiPathways:WP2776	Pathway	FNTB	Visual phototransduction	Hetionet::GpPW::Gene:Pathway	T13127	WP2776	TTD
SYMBOL:FNTA	Gene	WikiPathways:WP2776	Pathway	FNTA	Visual phototransduction	Hetionet::GpPW::Gene:Pathway	T13127	WP2776	TTD
SYMBOL:FNTB	Gene	WikiPathways:WP1784	Pathway	FNTB	Apoptotic execution  phase	Hetionet::GpPW::Gene:Pathway	T13127	WP1784	TTD
SYMBOL:FNTA	Gene	WikiPathways:WP1784	Pathway	FNTA	Apoptotic execution  phase	Hetionet::GpPW::Gene:Pathway	T13127	WP1784	TTD
SYMBOL:CA1	Gene	WikiPathways:WP2770	Pathway	CA1	Reversible Hydration of Carbon Dioxide	Hetionet::GpPW::Gene:Pathway	T13201	WP2770	TTD
SYMBOL:CA1	Gene	WikiPathways:WP2744	Pathway	CA1	Uptake of Carbon Dioxide and Release of Oxygen by Erythrocytes	Hetionet::GpPW::Gene:Pathway	T13201	WP2744	TTD
SYMBOL:CA1	Gene	WikiPathways:WP2681	Pathway	CA1	Uptake of Oxygen and Release of Carbon Dioxide by Erythrocytes	Hetionet::GpPW::Gene:Pathway	T13201	WP2681	TTD
SYMBOL:IL12A	Gene	WikiPathways:WP75	Pathway	IL12A	Toll-like receptor signaling pathway	Hetionet::GpPW::Gene:Pathway	T13251	WP75	TTD
SYMBOL:IL12A	Gene	WikiPathways:WP2873	Pathway	IL12A	Aryl Hydrocarbon Receptor Pathway	Hetionet::GpPW::Gene:Pathway	T13251	WP2873	TTD
SYMBOL:IL12A	Gene	WikiPathways:WP2328	Pathway	IL12A	Allograft Rejection	Hetionet::GpPW::Gene:Pathway	T13251	WP2328	TTD
SYMBOL:IL12A	Gene	WikiPathways:WP1449	Pathway	IL12A	Regulation of toll-like receptor signaling pathway	Hetionet::GpPW::Gene:Pathway	T13251	WP1449	TTD
SYMBOL:ALDH5A1	Gene	WikiPathways:WP2685	Pathway	ALDH5A1	GABA synthesis, release, reuptake and degradation	Hetionet::GpPW::Gene:Pathway	T13259	WP2685	TTD
SYMBOL:CYP19A1	Gene	WikiPathways:WP702	Pathway	CYP19A1	Metapathway biotransformation	Hetionet::GpPW::Gene:Pathway	T13260	WP702	TTD
SYMBOL:CYP19A1	Gene	WikiPathways:WP465	Pathway	CYP19A1	Tryptophan metabolism	Hetionet::GpPW::Gene:Pathway	T13260	WP465	TTD
SYMBOL:CYP19A1	Gene	WikiPathways:WP43	Pathway	CYP19A1	Oxidation by Cytochrome P450	Hetionet::GpPW::Gene:Pathway	T13260	WP43	TTD
SYMBOL:CYP19A1	Gene	WikiPathways:WP34	Pathway	CYP19A1	Ovarian Infertility Genes	Hetionet::GpPW::Gene:Pathway	T13260	WP34	TTD
SYMBOL:CYP19A1	Gene	WikiPathways:WP2749	Pathway	CYP19A1	Metabolism of steroid hormones and vitamin D	Hetionet::GpPW::Gene:Pathway	T13260	WP2749	TTD
SYMBOL:CYP19A1	Gene	WikiPathways:WP2035	Pathway	CYP19A1	FSH signaling pathway	Hetionet::GpPW::Gene:Pathway	T13260	WP2035	TTD
SYMBOL:CYP19A1	Gene	WikiPathways:WP1984	Pathway	CYP19A1	Integrated Breast Cancer Pathway	Hetionet::GpPW::Gene:Pathway	T13260	WP1984	TTD
SYMBOL:CYP19A1	Gene	WikiPathways:WP1879	Pathway	CYP19A1	Phase 1 - Functionalization of compounds	Hetionet::GpPW::Gene:Pathway	T13260	WP1879	TTD
SYMBOL:APEX1	Gene	WikiPathways:WP2431	Pathway	APEX1	Spinal Cord Injury	Hetionet::GpPW::Gene:Pathway	T13348	WP2431	TTD
SYMBOL:APEX1	Gene	WikiPathways:WP2032	Pathway	APEX1	TSH signaling pathway	Hetionet::GpPW::Gene:Pathway	T13348	WP2032	TTD
SYMBOL:APEX1	Gene	WikiPathways:WP1787	Pathway	APEX1	Base Excision Repair	Hetionet::GpPW::Gene:Pathway	T13348	WP1787	TTD
SYMBOL:HIV MA	Gene	WikiPathways:WP2684	Pathway	HIV MA	Host Interactions of HIV factors	Hetionet::GpPW::Gene:Pathway	T13409	WP2684	TTD
SYMBOL:HIV MA	Gene	WikiPathways:WP2658	Pathway	HIV MA	HIV Life Cycle	Hetionet::GpPW::Gene:Pathway	T13409	WP2658	TTD
SYMBOL:GALR2	Gene	WikiPathways:WP455	Pathway	GALR2	GPCRs, Class A Rhodopsin-like	Hetionet::GpPW::Gene:Pathway	T13453	WP455	TTD
SYMBOL:GALR2	Gene	WikiPathways:WP24	Pathway	GALR2	Peptide GPCRs	Hetionet::GpPW::Gene:Pathway	T13453	WP24	TTD
